Code Number,Summary
20661,A cranial halo is a ring shaped device on the head that applies a traction force to the skull to stabilize the cervical spine in patients with cervical injuries or fractures. A plastic vest the patient wears attaches to the cranial halo and provides further immobilization. This service also includes removal of the halo.
20662,"Halo pelvic fixation uses traction force for correction of spinal curvature or dislocation, such as lumbosacral spondylolisthesis, scoliosis, or tuberculous kyphosis, as well as for immobilizing the spine. The pelvic halo consists of a pelvic hoop with two pins, a skull halo, and four vertical threaded bars that connect the pelvic hoop and the skull halo. This service also includes removal of the pelvic halo."
20665,"The provider removes tongs or a halo that another provider applied. Halos and tongs apply traction, or pulling force, to correct a spinal deformity, such as scoliosis, an abnormal rightward or leftward curvature of the spine. A halo is a ring shaped device made of steel, and a tong is a U shaped device. The provider applies weighted traction to the halo or tong over time until proper alignment of the bones is achieved. The provider then removes the halo or tongs."
20690,"The provider applies a uniplane external fixation on one side of the body. Skeletal deformities or injuries such as fractures often require the use of skeletal fixation devices to join skeletal parts and maintain their normal alignment as healing takes place. An external fixation system, also called an external fixator or ex fix, is a fixation device that is placed inside of bones, and the device itself remains outside of the body. It enables the provider to make adjustments to the fixation externally and eliminates the need for additional invasive procedures."
20692,"The provider applies a multiplane external fixation system to one side of the patient's body. Skeletal deformities or injuries such as fractures often require the use of skeletal fixation devices to join skeletal parts and maintain their normal alignment as healing takes place. An external fixation system, also called an external fixator or ex fix, is a fixation device that is placed inside of bones, and the device itself remains outside of the body. It enables the provider to make adjustments to the fixation externally and eliminates the need for additional invasive procedures."
20802,"The provider replants, or surgically reattaches, the arm after complete amputation. This is a major, i.e., open, invasive medical procedure to reattach the amputated, or severed, arm."
20806,No Summary found for this code
20812,No Summary found for this code
20822,"The replantation of a digit, or finger, excluding the thumb, after complete amputation is a major, or open, invasive medical procedure to reattach the amputated body part at the relevant body area."
20827,"The provider reattaches, or replants, the thumb after complete amputation, which is a major, or open, invasive medical procedure to reattach the amputated thumb."
20926,No Summary found for this code
20930,The provider applies small pieces of donor or synthetic bone graft material during a spinal surgery to encourage bone growth during the healing period. 
20933,"The provider uses an allograft to fill in a defect in a portion of the cortex (outer covering) of a long bone between joints. This procedure is an add–on procedure and includes designing a template, cutting and shaping the donor tissue to fit the template, placing the graft, and fixing it to the bone"
20937,"The provider uses an autograft, a type of donor bone, to fill in bony defects as she performs a spinal surgery procedure. She extracts the autograft from the patient’s own body during the surgical procedure, through a separate incision."
20939,"The provider harvests bone marrow, the spongy tissue inside the large bones; as donor material to fill in bony defects in the spine. The provider aspirates the bone marrow during the same session as spine surgery but through a separate skin or fascial incision."
20955,"A provider obtains bone graft material from the fibula along with its active vascular supply, arteries and veins, to fill a major bone defect at the recipient site along with the regained vascular supply. The regained vascular supply promotes faster healing and growth at the recipient site."
20956,"The provider harvests bone graft material, along with its attached vascular supply, from the hip bone. With the aid of an operative microscope, he reconnects the vascular supply at the recipient site to promote faster healing where bone was missing or damaged due to injury or disease. "
20957,"A provider obtains bone graft material from metatarsal bone along with its active vascular supply, arteries and veins, to fill a major bone defect at the recipient site along with the regained vascular supply. The regained vascular supply promotes faster healing and growth at the recipient site."
20969,"The provider harvests bone graft material, along with its active vascular supply, arteries and veins, and an attached layer of cutaneous tissue, or skin, to fill a bony defect at the recipient site and to compensate for soft tissue loss due to trauma or disease."
20971,No Summary found for this code
20983,"In this procedure, the provider uses cryoablation, or cryo energy, an extremely cold energy probe that he applies percutaneously, or through the skin, to destroy one or more metastatic bone tumors. He also destroys the adjacent soft tissues which are affected by the tumor, and he may or may not use imaging guidance to help identify and target the diseased tissue, and to visualize and control the treatment of the tumor during the procedure. "
20985,"A provider using a computer assisted navigation system, or CANS, performs musculoskeletal procedures, such as a joint replacement surgery, with the aid of a computer screen that provides a three–dimensional digital image of the patient’s anatomy. With the use of a CANS, the provider makes more accurate measurements, ensuring better fitting surgical components, with faster healing and less postoperative pain for patients. An imageless CANS does not require the use of preoperative imaging studies, such as computed tomography, or CT scanning."
20987,No Summary found for this code
21011,"During a soft tissue tumor excision, the physician removes a small tumor (less than 2 cm) from the patient's face or scalp directly under the skin."
21013,"An abnormal growth of tissue that results in a lump or bump on the face or scalp is a soft tissue tumor. Although a soft tissue tumor is usually benign, the provider excises the tumor and submits it for laboratory analysis to rule out a cancerous condition."
21041,No Summary found for this code
21076,"A surgical obturator prosthesis is a specially molded device used to block a surgically created opening, such as from removal of the palate, the roof of the mouth. The provider applies a substance that conforms to the patient’s intraoral structures in order to form an impression, or negative imprint, from which a mold will be built. A prosthesis to replace a palate, for example, restores the ability of the patient to speak and swallow."
21079,"An interim obturator prosthesis is a temporary prosthetic implant used to close the cavity created in the mouth after surgical resection of a part or the whole of maxilla, or upper jaw bone. The provider applies a substance that conforms to the patient’s intraoral structures in order to form an impression, or negative imprint, from which a mold will be built."
21081,"The provider fabricates a mandibular resection prosthesis by taking an impression, or negative imprint, of the patient's oral cavity. A mandibular resection prosthesis, a prosthetic device, aids in reforming the jaw during the healing process after a complex surgical resection of the mandible."
21083,"The provider fabricates a palatal lift prosthesis by taking an impression, or negative imprint, of the patient's oral cavity. The palatal lift prosthesis, a removable device, aids in velopharyngeal closure by elevating an incompetent soft palate that is dysfunctional due to clefting, surgery, trauma, or paralysis."
21087,"The provider fabricates a nasal prosthesis by taking an impression, or negative imprint, of the patient's nasal area. A nasal prosthesis replaces a patient's nose that is partially or totally missing due to surgery, trauma, or a congenital defect. "
21100,"A provider applies a halo type appliance to treat maxillofacial defects, which may be congenital in nature or acquired, resulting from trauma, bone growth disturbance, maxillary, or mandibular neoplastic or degenerative processes. The appliance allows for gradual skeletal lengthening and advancement, enabling the skin and soft tissue envelope to adapt to and accommodate the skeletal movement."
21110,"A provider applies an interdental fixation device to treat conditions like obstructive sleep apnea. In maxillary mandibular advancement, or MMA, surgery, or repositioning of the upper and lower jaws, the surgeon may place upper and lower arch bars to promote stability of the area while a patient is healing."
21125,"A provider performs mandibular augmentation, enlarging the mandible, or lower jaw bone, with placement of an implant. She performs the procedure to improve cosmetic appearance or for reasons of medical necessity, such as correcting problems with a patient’s bite."
21138,"The provider reshapes the forehead using contouring and placement of prosthetic material or bone graft from the patient’s own body to lower a patient's brow or hairline. He performs forehead reduction to correct a facial abnormality, or more commonly, to improve cosmetic appearance."
21147,"In a LeFort I midface surgery, the provider reconstructs the patient's facial bones using microsurgery and bone grafting to correct congenital or acquired deformities. The provider moves the maxilla, or upper jaw bone, and associated bones forward, repositioning the teeth bearing part of the maxilla."
21150,"In a LeFort II midface surgery, the provider reconstructs the patient's facial bones to correct deformities, acquired or congenital, such as Treacher Collins syndrome."
21160,"The provider performs extensive reconstruction of the patient's facial bones, including reshaping the forehead, utilizing bone graft material obtained from another location in the patient’s body. She performs this procedure to correct severe facial deformities resulting from trauma, disease, or conditions present from birth, such as Apert syndrome."
21172,"The provider performs extensive reconstruction of the patient's facial bones, including reshaping the forehead, utilizing bone graft material obtained from another location in the patient’s body. She performs this procedure to correct severe facial deformities resulting from trauma, disease, or conditions present from birth."
21179,"A provider reconstructs most or all of the forehead and or the supraorbital rims, the bony structure surrounding the eyes, with placement of prosthetic material or allograft, donor bone. He performs the reconstruction to repair forehead defects due to congenital malformations, cancer surgery, or trauma."
21181,"A provider reconstructs the cranial bones of the skull in the presence of a benign, or noncancerous, tumor that results in a misshapen skull, such as with fibrous dysplasia. He performs the procedure by removing the tumor from the surface of the cranium without entering the cranium. "
21183,"The provider performs extensive reconstruction of the bones of the upper face, forehead, and nasal sinus area, utilizing bone graft material obtained from another location in the patient’s body. She performs this procedure following the removal of a benign, or noncancerous, tumor of the skull."
21194,"A provider performs surgical reconstruction of the perpendicular portions, or rami, of the mandible, or lower jaw, to correct facial deformities, often the result of trauma. She uses bone graft harvested from the patient's own body to fill in defects."
21210,"The provider applies bone graft material to the face to correct cosmetic deformities of the bony structures of the nose, upper jaw, and cheeks, caused by injury or disease."
21215,"The provider applies bone graft material to the mandible, or lower jaw, to repair deformity of the mandible due to fracture, injury, tumor resection, or congenital defect, such as a thin mandible, to restore functional ability and cosmetic appearance."
21235,"The provider applies autogenous cartilage graft, taken from the patient’s own ear, to the nose or ear, to repair deformity due to fracture, injury, tumor resection, or congenital defect."
21240,"A provider performs an arthroplasty, joint surgical reconstruction or replacement, of the temporomandibular joint, the hinge that connects the lower jaw to the temporal bone of the skull. He uses graft material he obtains from the patient’s own body to repair, reposition, or replace parts of the temporomandibular joint, or TMJ, to improve function of the jaw."
21242,"A provider performs an arthroplasty, joint reconstruction or replacement, of the temporomandibular joint, the hinge that connects the lower jaw to the temporal bone of the skull. He uses donor graft material to repair, reposition, or replace parts of the temporomandibular joint, or TMJ, to improve function of the jaw."
21243,"A provider performs an arthroplasty, or joint replacement, of the temporomandibular joint, the hinge structure that connects the lower jaw to the temporal bone of the skull, to improve function of the jaw. He uses an artificial, or prosthetic, joint."
21244,"The provider reconstructs the mandible, or lower jaw, and applies a metal plate that extends through the jaw bone to repair defects that inhibit function of the jaw."
21249,"The provider reconstructs the entire maxilla or mandible, the upper or lower jaw, inserting a metallic implant within the jaw bone to repair defects that inhibit function of the jaw."
21256,"The provider reconstructs the orbit, or bony cavity that holds the eyes, to correct congenital deformities, such as microphthalmia, a condition marked by abnormally small eyes. He performs osteotomies, incising the bone, and uses bone graft material taken from the patient’s own body."
21261,"The providers performs periorbital osteotomies, incisions of the bones around the eye sockets, to treat orbital hypertelorism, a congenital disorder that results in an abnormal amount of space between the eyes. He uses bone grafts to fill in defects."
21280,"The provider tightens the structures that support the medial canthus, or inner corner of the eyelids. She performs the procedure to improve the appearance of the eye and or to address drainage problems of the lacrimal sac, the upper portion of the tear duct."
21340,"The provider repairs a fracture of the nasal and ethmoid bones through a skin incision to restore function and appearance. He repairs other tissues and structures in the area, as necessary, and then applies a fixation device to stabilize the fracture as it heals."
21343,"The provider repairs a depressed fracture of the bones of the frontal sinus, below the ridge of the brow, by accessing the fracture through an incision. He performs the procedure to repair damage that occurs through blunt force trauma or a crush injury."
21344,"The provider repairs a complicated fracture of the bones of the frontal sinus, below the ridge of the brow, by accessing the fracture through one or more incisions in the corona, or crown of the head. He performs the procedure to repair damage that occurs through blunt force trauma or a crush injury."
21346,"The provider repairs a nasomaxillary complex fracture to treat an injury of the bones in the nose and the maxilla, or upper jaw, to restore function and appearance. He applies a splint or other fixation device to stabilize the repair as it heals."
21348,"The provider repairs a fracture of the nasomaxillary complex to treat an injury to the bones of the nose and maxilla, or jawbone, to restore function and appearance."
21387,"The provider repairs the floor of the orbit, the bony structure that holds the eyes, to restore function and appearance to the face after a blowout fracture, the result of blunt force trauma. He accesses the orbital floor through incisions in different areas."
21401,"The provider assesses and treats a fracture of the orbit, the bony structure that holds the eyes, typically resulting from blunt force trauma but not resulting in a blowout fracture. He treats the fracture with manipulation, without making an incision."
21407,"The provider assesses and treats a fracture of the orbit, the bony structure that holds the eyes, typically resulting from blunt force trauma but not resulting in a blowout fracture. He treats the fracture through an incision over the fracture and uses an implant to stabilize the area."
21422,"A provider treats a fracture of the roof of the mouth or upper jaw bone, typically caused by blunt force trauma, through an incision in the mouth."
21423,"A provider treats a complicated fracture of the roof of the mouth or upper jaw bone, typically caused by blunt force trauma, through incisions in different areas."
21432,"The provider treats a fracture resulting in separation of the cranium, or skull, from the facial bones, to repair injuries to the nasal bridge or upper jaw following severe trauma to the face. He accesses the fracture through an incision and applies wire or other fixation to hold the fracture in place as it heals."
21433,"The provider treats a complicated fracture resulting in separation of the cranium, or skull, from the facial bones, to repair injuries to the nasal bridge or upper jaw following severe trauma to the face. He accesses the fracture through incisions in different areas."
21445,"The provider treats fractures of the mandibular and maxillary alveolar ridge, the thickened bone along the upper and lower jaw that holds the tooth sockets, to repair damage from blunt force trauma. He accesses the fracture through an incision."
21454,"The provider treats a fracture of the mandible, or lower jaw bone, to repair damage caused by blunt force trauma to the face. He accesses the fracture through an incision and applies an external fixation device to secure the fracture in place while it heals."
21465,The provider treats a fracture of the mandibular condyle in the lower jaw to repair damage caused by blunt force trauma to the face. He accesses the fracture through a skin incision.
21490,"The provider treats dislocations of the temporomandibular joint, which causes the jaw to lock in an open position and causes significant pain and discomfort. He accesses the joint through an incision and manipulates it back into its proper location."
21494,No Summary found for this code
21499,Use 21499 to report musculoskeletal procedures of the head that do not have a specific code.
21501,A provider performs an incision and drainage procedure in the deep tissues of the neck or chest to relieve pain and pressure from a pocket of blood or pus.
21510,"The provider makes a deep incision in the cortex, or outer shell, of a bone in the chest to relieve pain, pressure, or infection due to osteomyelitis or bone abscess."
21554,"During this procedure, the surgeon excises a tumor (5 cm or larger in size) from under the fascia on the patient's neck or anterior thorax."
21555,"The provider removes an abnormal growth, or mass, less than 3 cm in size, from just below the surface of the skin in the neck or front part of the chest. He submits the specimen for analysis and diagnosis of a suspected medical condition."
21557,"The provider performs an extensive excision of a tumor, or mass, in the soft tissues in the neck or anterior thorax, suspected to be malignant, or cancerous, such as a sarcoma. He excises the surrounding tissues along with the mass, with the diameter of the tumor and its margins measuring less than 5 cm."
21558,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the neck or the front part of the thorax. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure 5cm or more."
21600,"The provider removes part of a rib to treat conditions such as rib deformities, congenital abnormalities, or bone infections."
21601,"The provider excises a tumor involving the chest wall and ribs, necessitating removal of some of the ribs as well as the tumor from the chest wall."
21603,"The provider excises a tumor of the chest wall that involves the ribs, which creates defects that need reconstruction; he excises suspicious lymph nodes in the area of the mediastinum. He reconstructs the chest wall defects using myocutaneous flaps and bone grafts or prosthetic materials for the ribs. He does not remove lymph nodes in the upper chest area."
21615,The provider removes an upper rib to treat conditions like rib deformities or congenital abnormalities such as thoracic outlet syndrome.
21627,"The provider removes damaged, diseased, or unhealthy tissue from the sternum, or breast bone, to allow healthy tissue to grow."
21630,"The provider removes the entire sternum, or breast bone, typically to treat a malignant, or cancerous, tumor of the bone."
21632,"The provider removes the entire sternum, or breast bone, typically to treat a malignant, or cancerous, tumor of the bone. In addition, he removes all mediastinal lymph nodes."
21685,"A provider incises the muscle tissue around the hyoid bone, which supports the tongue, and suspends, or attaches it, to another structure for support. This helps in clearing the airway for patients with obstructive sleep apnea."
21742,"A provider reconstructs the chest wall using small incisions through which he repairs congenital deformities, such as pectus excavatum, sunken chest deformity, or pectus carinatum, protruding sternum deformity."
21743,"A provider reconstructs the chest wall using small incisions through which he repairs congenital deformities, such as pectus excavatum, sunken chest deformity, or pectus carinatum, protruding sternum deformity. He inserts a thoracoscope, an instrument that carries a video camera to permit viewing the inside of the chest during the procedure."
21805,No Summary found for this code
21820,"The provider uses manipulation to treat a fracture of the sternum, or breast bone, as a result of the trauma to the area."
21936,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the back or flank. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure 5cm or more."
22010,"The provider incises and drains an abscess, or pocket of infection, in the deep tissues at the back of the neck or upper spinal column to relieve pain and pressure."
22102,"The provider excises a portion of the back part of a lumbar vertebra, one of the bones in the lower back, to remove a bony lesion, or diseased area, contained within that single bone."
22103,"The provider excises a portion of the back part of a vertebra, one of the bones in the neck or back, to remove a bony lesion, or diseased area, contained within that single bone."
22105,No Summary found for this code
22107,No Summary found for this code
22112,"The provider excises portions of the main body of a thoracic vertebra, one of the bones in the upper back, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22116,"The provider excises portions of the main body of a vertebra, one of the bones in the neck or back, to remove a damaged or diseased area contained within that single bone. He does not decompress the spinal cord or nerve roots."
22145,No Summary found for this code
22152,No Summary found for this code
22207,"The provider incises a vertebra, one of the interlocking bones of the spine, in three areas and removes a wedge of bone to change the alignment of the spinal column. This corrects an abnormal curvature in the lumbar spine, or lower back."
22212,"The provider performs an osteotomy, a bony incision, of a thoracic vertebra, one of the bones in the upper back, to realign the spine and correct spinal deformities. He makes the incision in the posterior, or back, portion of the vertebra, or posterolaterally, from the back and side."
22216,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spinal column. This corrects an abnormal curvature in the cervical spine, or neck area. He performs this procedure on an additional vertebral segment."
22220,"The provider incises a vertebra, one of the interlocking bones in the spine, to remove portions of the bone, changing the alignment of the spine. He excises the disk material adjoining the vertebra. This corrects an abnormal curvature in the cervical spine, or neck area."
22315,"The provider treats a fracture or dislocation of the vertebral body, the main part of a vertebra, one of the interlocking bones of the spine, in a closed procedure. He manually realigns the bone or applies a traction device. He places a cast or brace to prevent movement of the fracture while it heals. "
22319,"The provider repairs a fracture or dislocation of the odontoid, or first cervical vertebra, the uppermost neck bone, from its normal attachment to the second cervical vertebra. The provider accesses the odontoid through an incision in the front of the neck. He uses internal fixation and bone grafting to repair the vertebra. Odontoid fractures, the most common cervical spine fractures, typically result from trauma to the neck."
22325,"The provider treats a fracture or dislocation of a lumbar vertebra, one of the interlocking bones of the lower back, in an open procedure. He makes an incision and realigns the fractured or displaced vertebra from the back of the vertebra."
22512,"At the same session as percutaneous vertebroplasty of the cervicothoracic or lumbosacral vertebral body, the provider repeats the procedure on each additional vertebral body. The provider performs cervicothoracic or lumbosacral vertebroplasty, the surgical repair of a fractured vertebra in the spine, usually involving the injection of bone cement. The provider commonly performs this procedure to treat osteoporotic compression fractures in patients where conservative treatment fails. He may also perform a bone biopsy for diagnostic purposes. The procedure takes place under imaging guidance."
22520,No Summary found for this code
22521,No Summary found for this code
22526,"The provider applies heat energy through a needle inserted into an invertebral disk, one of the cartilage cushions between the interlocking bones of the spine, to treat chronic back pain. He uses fluoroscopy, live X–ray, to guide the application of the treatment on one or both sides."
22556,"The provider performs arthrodesis, also known as spinal fusion, in the upper back, to permanently join two vertebrae, the interlocking bones of the spine, to alleviate persistent pain caused by a herniated, or bulging, disk, or other spinal condition. He makes an incision in the side of the chest to access the spine and remove disk material."
22590,"The provider performs arthrodesis, also known as spinal fusion, to permanently join the second cervical vertebra in the neck to the base of the cranium. He applies bone graft material to fuse the spine at the back of the vertebra. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries."
22610,"The provider performs arthrodesis, also known as spinal fusion, in the thoracic spine, or upper back, to permanently join two vertebrae, the interlocking bones of the spine. He applies bone graft material to fuse the spine at the back of the vertebrae, at the back and side, or at the side and across. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries."
22632,"The provider performs an arthrodesis, also known as spinal fusion, in the lumbar spine, or lower back, to permanently join two vertebrae, the interlocking bones of the spine. He excises the lamina and disk material and applies bone graft between the disks to fuse them. The procedure helps to alleviate persistent pain caused by various spinal conditions, including herniated intervertebral disks, stenosis, or spinal injuries. He performs this procedure on an additional level after completing an initial arthrodesis in the same encounter."
22808,"The provider performs arthrodesis, also known as spinal fusion, to secure different vertebrae to one another. This procedure helps to treat and alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He uses an anterior, or front, approach to the spine, and fuses two to three vertebral segments. He may apply a body cast."
22810,"The provider performs an arthrodesis, also known as spinal fusion, to permanently join four to seven vertebrae, the interlocking bones of the spine. He applies bone graft to the anterior, or front, of the vertebrae to fuse them. The procedure helps to alleviate persistent pain caused by various spinal deformities, such as scoliosis or kyphosis, abnormal curvatures of the spine. He may apply a body cast to immobilize the spine."
22820,No Summary found for this code
22830,"The provider explores a prior spinal fusion, or arthrodesis, to assess the status of the spinal bone."
22851,No Summary found for this code
22853,"The provider inserts a metallic cage or mesh device between two vertebrae and may use screws or flanges to attach it to the front part of the vertebrae; the device maintains the disc space, provides spinal stability, and yet preserves some range of motion, which helps relieve persistent pain caused by a herniated, or bulging, disk or other spinal condition. The provider performs this procedure during a spinal interbody arthrodesis procedure, which is fusion, or permanent joining, of vertebrae over the joint space."
22854,"The provider inserts a metallic cage or mesh device(s) to cover one or more defects caused by the complete or partial removal (resection) of a vertebral body (corpectomy) and may use screws or flanges to attach it to the front of the vertebrae on either side of the defect where a partial or complete removal of a vertebral body was performed; the device helps maintain the distance between vertebrae. The provider performs this procedure during a spinal interbody arthrodesis procedure, which is fusion, or permanent joining, of vertebrae over the joint space."
22856,"In this procedure, the provider places an artificial disc into a single cervical interspace to treat conditions such as degenerative disc disease, disc disruption, internal disc derangement, and symptomatic disc desiccation. He also removes the intervertebral disc and removes bone spurs, or growths, that may develop on the upper or lower edges of the vertebrae to reduce pressure on the nerve root or spinal cord."
22859,"The provider inserts a metallic cage or mesh device in the disc interspace between two vertebral bodies or over a defect caused by partial or complete removal of a vertebral body; the device maintains the interspace and vertebral height, which helps relieve persistent pain caused by a spinal condition. The provider performs this procedure during a primary spinal procedure."
22905,"The provider performs an excision procedure for a soft tissue malignant tumor, such as a sarcoma, from the abdominal wall. The excision of the tumor is performed in an extensive manner, not being limited to the dimensions of the tumor itself but expanding to its surrounding area/anatomical structures suspected for involvement. The diameter of the tumor and the margins required measure 5cm or more."
23031,"The provider incises and drains an infected bursa, one of several fluid–filled sacs that prevent friction in the shoulder joint, to treat the infection and relieve pain and pressure."
23066,"The provider biopsies the deep soft tissue of the shoulder to determine whether a patient's cells are malignant or benign, or in some cases, precancerous. Typically, the provider will examine a lump under the patient's skin and determine that an excisional biopsy is required to determine the nature of the lump."
23106,"The provider incises the sternoclavicular joint, where the breastbone joins the collar bone at the shoulder. He removes some of the membrane in the joint to relieve pain and inflammation due to conditions such as rheumatoid arthritis. He may take a sample of tissue to submit to a laboratory for analysis."
23125,"The provider excises the clavicle, or collarbone, to treat malignant tumors, trauma, or infection."
23145,The provider removes a noncancerous mass or cyst from the collarbone or shoulder blade by excising or scraping the bone. He fills the defect with bone harvested elsewhere from the patient. He submits the specimen to a laboratory for analysis. 
23150,"The provider removes a noncancerous mass or cyst from the top portion of the humerus, the bone of the upper arm, by excising or scraping the bone. He submits the specimen to a laboratory for analysis. "
23172,"The provider excises a sequestrum, a dead fragment of bone, from the shoulder blade, likely the result of infection in the bone."
23200,"The provider performs a radical resection of a tumor in the collarbone, which may be a sarcoma or other cancer. He submits the specimen to a laboratory for analysis to determine its nature."
23210,"The provider performs a radical resection of a tumor in the shoulder blade, which may be a sarcoma or other cancer. He submits the specimen to a laboratory for analysis to determine its nature."
23330,"In this procedure, the provider removes a foreign body from the subcutaneous tissue, or from just under the skin, of a patient's shoulder."
23350,"In this procedure, the provider performs an injection of a contrast agent into the shoulder joint for a shoulder arthrography procedure, a diagnostic test in which the provider obtains a series of X–ray images of the shoulder joint after injection of the contrast. He uses this test to assess the joint for any soft tissue injury. The provider may also perform computed tomography, or CT, or magnetic resonance imaging, or MRI images, after the injection of contrast, which is referred to as an enhanced CT or MRI shoulder arthrography. "
23400,"In this procedure, the provider attaches the patient's scapula to a rib or vertebra to correct shoulder asymmetries or deformities that create issues with the patient's motion. The provider performs this service for conditions such as sprengels deformity, a congenital deformity in which the person has one shoulder blade that sits higher on the back than the other."
23405,"In this procedure, the provider performs a tenotomy in the shoulder area in which he incises or divides a single tendon through a small incision in the skin. The provider performs this procedure to correct painful conditions of the shoulder joint caused by congenital or acquired conditions."
23406,"In this procedure, the provider performs a multiple tenotomy in the shoulder area in which he incises or divides multiple tendons through the same incision in the skin. The provider performs this procedure to correct painful conditions of the shoulder joint caused by congenital or acquired conditions."
23430,"In this procedure, the provider surgically cleans the long tendon of the biceps from its damaged fragment and fixes the tendon to the upper end of the humerus to improve the stability of the joint. He performs this procedure to restore function to patients with severe damage of the biceps tendon due to conditions such as recurrent shoulder impingement or degenerative changes in the shoulder joint."
23465,"The provider repairs the capsule, or membrane covering, of the posterior shoulder joint to improve shoulder stability. He may perform this procedure in conjunction with other shoulder surgeries in cases where the shoulder condition is severe."
23473,"In this procedure, the provider performs a revision arthroplasty of the shoulder joint, or he removes a previous artificial shoulder joint implant, or prosthesis, and replaces it with a new prosthesis. He revises either the glenoid or humeral component. He may use an allograft to perform this procedure. The provider performs this procedure to remove a loose or damaged prosthesis before it does irreversible harm to the joint."
23480,"In this procedure, the provider incises a portion of the clavicle, or the collar bone, to repair a patient's poor clavicular alignment or a fracture, to shorten or lengthen the bone, or to correct damage due to arthritis. The provider may also internally fixate the bone with implants as part of this procedure."
23500,"In this procedure, the provider performs closed treatment of a clavicular bone fracture. Treatment does not include manipulation, or adjustment, of the fractured bone nor is surgery necessary."
23505,"In this procedure, the provider performs closed treatment of a clavicular bone fracture. Treatment includes manipulation, or adjustment, of the fractured bone, but surgery is not necessary."
23525,"In this procedure, the provider performs a closed treatment of a sternoclavicular joint dislocation, which is an abnormal separation of a joint. He performs this procedure with manipulation, or adjustment, of the separated bones, but surgery is not necessary."
23530,"In this procedure, the provider performs an open treatment of an acute or chronic sternoclavicular dislocation, which is a new or recurring abnormal separation of a joint. He uses internal fixation implants such as pins or screws to fix the dislocation."
23532,"In this procedure, the provider performs an open treatment of an acute or chronic sternoclavicular dislocation, which is a new or recurring abnormal separation of a joint. He uses a graft of fascia to help fixate the bones in place. He also uses internal fixation implants such as pins or screws to repair the dislocation."
23552,"In this procedure, the provider performs an open treatment of an acute or chronic acromioclavicular dislocation, which is an abnormal separation of a joint, using a graft of fascia. He uses internal fixation implants such as pins or screws to fix the dislocation."
23600,"In this procedure, the provider performs a closed treatment of a surgical or anatomical neck fracture of the upper end of the humerus. Treatment does not include manipulation, or adjustment, of the fractured bone nor does it require open surgery. "
23605,"In this procedure, the provider performs a closed treatment of a surgical or anatomical neck fracture of the upper end of the humerus. Treatment includes manipulation, or adjustment, of the fractured bone with or without skeletal traction but open surgery is not necessary. "
23615,"In this procedure, the provider performs an open treatment of a surgical or anatomical neck fracture of the upper end of the humerus. He may or may not use internal fixation implants such as pins or screws to fix the fracture. Also, he may repair the tuberosities, or the rounded projections on the upper end of the humerus."
23665,"In this procedure, the provider performs a closed treatment of a shoulder joint dislocation, which is an abnormal separation of a joint. He also reduces a fracture of the greater humeral tuberosity and performs manipulation to passively move and stretch the shoulder joint."
23800,"In this procedure, the provider surgically immobilizes the glenohumeral joint with the help of fixation devices. He performs this procedure to restore function to the shoulder for conditions such as arthritis or a failed shoulder replacement."
23929,Use 23929 to report a shoulder procedure that does not have a specific code.Â 
23935,"In this procedure, the provider incises the bone cortex to relieve pain, pressure, or infection due to such conditions as osteomyelitis or a bone abscess in a localized site on the upper arm or elbow area."
24065,"In this procedure, the provider performs a biopsy of a lump present in the upper arm and elbow area to determine whether it is cancerous."
24076,The provider surgically removes a tumor of less than 5 cm in size that is present in the subfascial or intramuscular region of the upper arm and elbow area.
24077,"The provider performs a radical resection of a tumor in the soft tissue of the upper arm or elbow, which may be a sarcoma or other cancer. He submits the specimen, less than 5 cm in size, to a laboratory for analysis to determine its nature."
24116,"In this procedure, the provider excises or removes a bone cyst or noncancerous tumor from the humerus, a bone in the arm. The provider then removes a part of the bone in the humerus on which the tumor or cyst has grown and fills the defect with grafting material from a donor."
24136,"In this procedure, the provider enters the abscessed area of the radial head or neck and removes the necrotic portion of the bone to limit the surrounding area from getting infected."
24140,"In this procedure, the provider removes the infected part of the humerus bone by partially scraping out the area to free it from infection."
24145,"In this procedure, the provider removes the infected part of the radial head or neck by partially scraping out the area to free it from infection."
24150,"In this procedure, the provider excises the shaft or distal humerus with surrounding tissues to remove any abnormal growth of tissue or mass."
24201,In this procedure the provider makes an incision into the muscle layer and removes a foreign body that is below the fascia or inside the muscle.
24300,"In this procedure, the provider evaluates the elbow and moves it while the patient is anesthetized to enable the patient to gain full range of motion following an injury."
